Tipo de Especie,Cantidad Producida,Mes,Año,
Cordelines ,10,Marzo,2025,
Costilla de Adam,1,Marzo,2025,
Coralillos ,1660,Marzo,2025,
Crotos ,4600,Marzo,2025,
Cuna de Moises,75,Marzo,2025,
Cheflera ,126,Marzo,2025,
Diente de Dragon,200,Marzo,2025,
Duende ,8,Marzo,2025,
Escabiola ,100,Marzo,2025,
Ficos Jopones ,390,Marzo,2025,
Flor de Campana ,50,Marzo,2025,
Filodendro,250,Marzo,2025,
Flor de Bayahibe ,35,Marzo,2025,
Franboyan ,510,Marzo,2025,
Gallego Matizado ,410,Marzo,2025,
Guardia Civil,10,Marzo,2025,
Gramberry,60,Marzo,2025,
Guanillo ,130,Marzo,2025,
Guarana ,400,Marzo,2025,
Guayacan,225,Marzo,2025,
Gina,40,Marzo,2025,
Helecho ,3,Marzo,2025,
Higuero ,100,Marzo,2025,
Iris Amarilla ,40,Marzo,2025,
Juan Primero,550,Marzo,2025,
Jacaranda,200,Marzo,2025,
Jasmin ,130,Marzo,2025,
Lengua de Vaca Grande ,350,Marzo,2025,
Lengua de Vaca Matizada,80,Marzo,2025,
Limoncillo Aromatico,30,Marzo,2025,
Limoncillo Americano ,75,Marzo,2025,
Llorona ,5,Marzo,2025,
Lluvia de Coral,750,Marzo,2025,
Mara ,825,Marzo,2025,
Marva roja ,600,Marzo,2025,
Malva Verde ,750,Marzo,2025,
Mantequilla ,250,Marzo,2025,
Orquidea de tierra,4,Marzo,2025,
Oreja de Elefante ,7,Marzo,2025,
Penda ,430,Marzo,2025,
Palo de Brasil,15,Marzo,2025,
Pajon Blanco ,10,Marzo,2025,
Palma Areca ,1500,Marzo,2025,
Palma Alexandra ,400,Marzo,2025,
Palma Cana ,215,Marzo,2025,
Palma bermuda ,50,Marzo,2025,
Palma Manila ,800,Marzo,2025,
Palma Coco Plumoso ,50,Marzo,2025,
Palma Datilera ,450,Marzo,2025,
Palma Mongomeliana ,175,Marzo,2025,
Pintalabio,20,Marzo,2025,
Pino Caribean ,80,Marzo,2025,
Rosas ,350,Marzo,2025,
Rosa del Peru,75,Marzo,2025,
Reflexa ,250,Marzo,2025,
Roble Amarillo ,2300,Marzo,2025,
Tamarindo ,150,Marzo,2025,
Trinitaria,800,Marzo,2025,
Tocador,300,Marzo,2025,
Tu y yo ,10,Marzo,2025,
Uva de Sierra,100,Marzo,2025,
Uva de Playa ,5600,Marzo,2025,
Violeta ,2400,Marzo,2025,
Viento de Agua ,18,Marzo,2025,
Voladora ,200,Marzo,2025,
Zapatico matizado,200,Marzo,2025,
Atenia ,10,Marzo,2025,
Aglaonema ,12,Marzo,2025,
Bambu Luky ,13,Marzo,2025,
Dendrobium,25,Marzo,2025,
Crossandra ,7,Marzo,2025,
Cattleya ,10,Marzo,2025,
Cactus ,10,Marzo,2025,
Cymbidium,33,Marzo,2025,
Cinta ,5,Marzo,2025,
Espotalotti,2,Marzo,2025,
Hoya Carnosa,4,Marzo,2025,
Jade ,38,Marzo,2025,
Moje ,40,Marzo,2025,
Oncidium,3,Marzo,2025,
Peperonia,10,Marzo,2025,
Phalaenopsis,3,Marzo,2025,
Trebol,5,Marzo,2025,
Samia,85,Marzo,2025,
Suculenta,30,Marzo,2025,
Vanda,7,Marzo,2025,
Verdolaga ,15,Marzo,2025,
Aglaonema,20,Abril,2025,
Bambu Luky ,10,Abril,2025,
Demdrobium,30,Abril,2025,
Crossandra ,3,Abril,2025,
Cattleya ,8,Abril,2025,
Cactus,21,Abril,2025,
Cymbidium,3,Abril,2025,
Cinta ,3,Abril,2025,
Espalotti,30,Abril,2025,
Hoya Carnosa,5,Abril,2025,
Jade,20,Abril,2025,
Oncidium,3,Abril,2025,
Peperonia ,20,Abril,2025,
Phalaenopsis,4,Abril,2025,
Zamia ,68,Abril,2025,
Suculenta,48,Abril,2025,
Vanda ,5,Abril,2025,
Amor Dormido,45,Abril,2025,
Almendra ,5,Abril,2025,
Aleli,35,Abril,2025,
Agave,1025,Abril,2025,
Agave Gigante ,2,Abril,2025,
Agave Cinta ,10,Abril,2025,
Avellana ,5,Abril,2025,
Alamo,300,Abril,2025,
Algodón ,60,Abril,2025,
Bambu Grande ,3,Abril,2025,
Campana Morada,45,Abril,2025,
Cayena ,1250,Abril,2025,
Cancion de la India,10,Abril,2025,
Caricatura,15,Abril,2025,
Caoba Criolla,150,Abril,2025,
Caucho,2,Abril,2025,
Cedro,350,Abril,2025,
Cuerno de Venado,35,Abril,2025,
Cordelines ,6,Abril,2025,
Costilla de Adam,1,Abril,2025,
Coralillos ,265,Abril,2025,
Crotos ,4100,Abril,2025,
Cheflera ,500,Abril,2025,
Cheflera Enana,6,Abril,2025,
Cheflera Grande ,75,Abril,2025,
Diente de Dragon ,160,Abril,2025,
Escabiola ,85,Abril,2025,
Ficos Jopones ,75,Abril,2025,
Filodendro,200,Abril,2025,
Flor de Bayahibe ,10,Abril,2025,
Flor del Peru,20,Abril,2025,
Franboyan ,275,Abril,2025,
Gallego Matizado ,180,Abril,2025,
Gramberry,50,Abril,2025,
Guarana ,350,Abril,2025,
Guayacan ,240,Abril,2025,
Gina ,40,Abril,2025,
Higuero ,100,Abril,2025,
Juan Primero,200,Abril,2025,
Jacaranda ,100,Abril,2025,
Lengua de Vaca Matizada,150,Abril,2025,
Limonsilo Aromatico,25,Abril,2025,
Limoncillo Americano ,200,Abril,2025,
Llorona ,5,Abril,2025,
Lluvia de Coral,600,Abril,2025,
Mara ,300,Abril,2025,
Malva Roja ,175,Abril,2025,
Malva Verde ,800,Abril,2025,
Mantequilla ,185,Abril,2025,
Oreja de Elefante ,7,Abril,2025,
Penda ,420,Abril,2025,
Palo de Brasil,3,Abril,2025,
Palma Areca CATECHUT,490,Abril,2025,
Palma Alexandra ,40,Abril,2025,
Palma Cana ,30,Abril,2025,
Palma Coco Plumoso ,60,Abril,2025,
Palma Manila ,265,Abril,2025,
Palma Yarey,40,Abril,2025,
Palma Datilera ,275,Abril,2025,
Palma Mongomeliana ,10,Abril,2025,
Palma Guano,60,Abril,2025,
Pintalabio ,200,Abril,2025,
Roble Morado ,375,Abril,2025,
Robles Amarillo ,1345,Abril,2025,
Tamarindo ,125,Abril,2025,
Trinitaria,1100,Abril,2025,
Tocador,410,Abril,2025,
Uva de Sierra ,125,Abril,2025,
Uva de Playa ,3350,Abril,2025,
Violeta ,2165,Abril,2025,
Violeta ,2165,Abril,2025,
Verdolaga ,20,Abril,2025,
Voladora ,300,Abril,2025,
Aglaonema,20,Mayo,2025,
Bambu Luky ,10,Mayo,2025,
Demdrobium,25,Mayo,2025,
Cinta ,5,Mayo,2025,
Espotalotti,1,Mayo,2025,
Hoya Carnosa,5,Mayo,2025,
Jade ,10,Mayo,2025,
Oncidium,3,Mayo,2025,
Peperonia ,15,Mayo,2025,
Phalaenopsis,3,Mayo,2025,
Zamia ,45,Mayo,2025,
Suculenta ,38,Mayo,2025,
Vanda ,7,Mayo,2025,
Amor Dormido,85,Mayo,2025,
Verdolaga ,40,Mayo,2025,
Tocador,25,Mayo,2025,
Aleli,30,Mayo,2025,
Agave,800,Mayo,2025,
Agave Gigante ,1,Mayo,2025,
Avellana ,9,Mayo,2025,
Alamo,175,Mayo,2025,
Algodón ,75,Mayo,2025,
Bambu Grande ,10,Mayo,2025,
Campana Morada,25,Mayo,2025,
Cayena ,650,Mayo,2025,
Caoba Criolla,200,Mayo,2025,
Cedro,200,Mayo,2025,
Cuerno de Venado,50,Mayo,2025,
Cufianti,5,Mayo,2025,
Cordelines ,15,Mayo,2025,
Coralillos,325,Mayo,2025,
Crotos,3150,Mayo,2025,
Cheflera ,130,Mayo,2025,
Diente de Dragon ,125,Mayo,2025,
Dianela ,10,Mayo,2025,
Duende ,25,Mayo,2025,
Escabiola ,95,Mayo,2025,
Ficos Jopones ,80,Mayo,2025,
Filodendro ,200,Mayo,2025,
Franboyan ,475,Mayo,2025,
Gallego Matizado ,200,Mayo,2025,
Guarana ,350,Mayo,2025,
Guayacan ,175,Mayo,2025,
Gina,40,Mayo,2025,
Higuero,100,Mayo,2025,
Iris Blanca ,5,Mayo,2025,
Juan Primero,400,Mayo,2025,
Lengua de Vaca Grande ,200,Mayo,2025,
Limonsillo Americano ,150,Mayo,2025,
Llorona ,2,Mayo,2025,
Lluvia de Coral,350,Mayo,2025,
Mara ,200,Mayo,2025,
Malva Roja ,250,Mayo,2025,
Malva verde ,200,Mayo,2025,
Mantequilla,175,Mayo,2025,
Malanga ,7,Mayo,2025,
Penda ,425,Mayo,2025,
Palma Areca CATECHU,575,Mayo,2025,
Palma Alexandra ,100,Mayo,2025,
Palma Cana ,75,Mayo,2025,
Palma Datilera ,250,Mayo,2025,
Palma Mongo Meliana ,105,Mayo,2025,
Palma Guano,100,Mayo,2025,
Pajon Blanco,5,Mayo,2025,
Reflexa ,200,Mayo,2025,
Rosa del peru,5,Mayo,2025,
Roble Morado ,255,Mayo,2025,
Roble Amarillo ,1000,Mayo,2025,
Tamarindo ,800,Mayo,2025,
Trinitaria ,900,Mayo,2025,
Tocador,100,Mayo,2025,
Tu y yo ,10,Mayo,2025,
Uva de Sierra ,115,Mayo,2025,
Uva de Playa ,2325,Mayo,2025,
Violeta ,1200,Mayo,2025,
Verdolaga ,3,Mayo,2025,
Voladora ,400,Mayo,2025,
Aglaonema,11,Junio,2025,
Bambu Luky ,16,Junio,2025,
Dembrobium,19,Junio,2025,
Begonia ,10,Junio,2025,
Cattleya ,6,Junio,2025,
Cactus,63,Junio,2025,
Cymbidium,10,Junio,2025,
Cinta ,3,Junio,2025,
Espotalotti,1,Junio,2025,
Hoya Carnosa,3,Junio,2025,
Jade,5,Junio,2025,
Oncidium,2,Junio,2025,
Peperonia ,13,Junio,2025,
Fhalaenopsis,1,Junio,2025,
Zamia ,50,Junio,2025,
Suculenta ,44,Junio,2025,
Vanda ,7,Junio,2025,
Amor Dormido,78,Junio,2025,
Verdolaga ,50,Junio,2025,
Alamo,100,Junio,2025,
Cajuil,150,Junio,2025,
Campana Morada,3,Junio,2025,
Caoba Criolla,250,Junio,2025,
Caricatura,720,Junio,2025,
Cayena ,1760,Junio,2025,
Cedro,190,Junio,2025,
Cheflera,150,Junio,2025,
Cheflera Grande ,150,Junio,2025,
Coralillos,720,Junio,2025,
Cordelines ,1,Junio,2025,
Crotos ,8596,Junio,2025,
Cucarachita ,7,Junio,2025,
Cuerno de Venado,150,Junio,2025,
Diente de Dragon ,310,Junio,2025,
Escabiola ,960,Junio,2025,
Ficus Japones,250,Junio,2025,
Filodendro ,200,Junio,2025,
Flor del Peru,530,Junio,2025,
Franboyan ,39,Junio,2025,
Gallego Matizado ,390,Junio,2025,
Gallego Peregil,310,Junio,2025,
Guano ,360,Junio,2025,
Guayacan ,140,Junio,2025,
Helecho,15,Junio,2025,
Higuero,120,Junio,2025,
iris Blanca ,12,Junio,2025,
Jamon Con Pan ,20,Junio,2025,
Juan Primero,320,Junio,2025,
Limoncillo Frutal,50,Junio,2025,
Lluvia de Coral,240,Junio,2025,
Maguey ,690,Junio,2025,
Mantequilla ,20,Junio,2025,
Mara ,540,Junio,2025,
Margarita ,12,Junio,2025,
Mondongro,8,Junio,2025,
Palma Areca ,229,Junio,2025,
Palma Coco Plumoso ,10,Junio,2025,
Palma Cola de Zorro,20,Junio,2025,
Palma Guano ,170,Junio,2025,
Palma Manila,2523,Junio,2025,
Palma Real ,170,Junio,2025,
Palo de Brasil,30,Junio,2025,
Pino Caribean,8,junio,2025,
Reflexa ,660,Junio,2025,
Roble Morado ,1100,Junio,2025,
Rosa,2,Junio,2025,
Tamarindo ,190,Junio,2025,
Trinitaria,2712,Junio,2025,
Uva de Plya ,5435,Junio,2025,
Violeta ,4820,Junio,2025,
